title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
建御名方神 [天 (fixed)_NoGimmick],sl11,6544dd7b7465eea7ba15c29b46e3b561,f4c3b62426bd259c2744da30b50b4c6cc27cde154f277d46be2b035e3949b2ad,0.447,0.669,12.198,True
Cinderella Story -Starlight stage-,st2,657a6aef8febf7bc31c0962305a36cd7,51b74735757eb6669dc678d1b57e44b7372588fc33885b6bd06fc492b2596cf1,0.795,0.938,11.624,True
Chasing Stars [LIMITLESS],sl9,658844178430ee6b1ce80431c23c2bf9,468cd8ec03174940587f827efb1297505999d7eddfee470190ffc5e26622fc61,0.423,0.615,10.450,True
Kreuz [時間と機械の物語],sl2,65a31f2f2fb40dd9fba2ee983aaca4d4,4555b527e49c010f47adc1004b2d782cfa335ff301bbea59e70e540ac4bbecc8,0.011,0.247,9.251,True
Linkager [EX],sl1,65a926686bbee479123628e78018893a,5d2244e01f36971798f6d6b9f12518c6ec766ca73a60e8e12306b4e835ca6ffb,-0.260,0.089,7.410,True
al fine [INSANE],sl6,65fa688141dd67732864f9c19fdeb6e9,d767d7d90ace4994c31373472829a7bf9ef21ff5514820130b1032f057a53f8d,0.162,0.459,9.865,True
ラストワード [INSANE],sl8,660c24d289f987ac3bd8de66e480594d,daa07f08fa70b331af4827eed67af89d2efe74d09f9952ed63d21b72ac16a26a,0.302,0.592,10.580,True
"$trange Attraktor $(""#noScratch"")",st5,6651ac2a173d8adb00f1c5337d33ad71,9ab1d4799e2e0e2164f0b9f311a4709dae9139f26ea56b76e8bd28bb6c959a70,1.269,1.761,4.744,True
色待宵 -イロマツヨイ- [EXTREME],st2,6654bff10e28813f70e063d694f5f2ad,3bd8c12383acee84c4f6b6787cc7f999ea403bad407326ac959122e634577be9,0.746,0.979,12.093,True
Mermaid [7key Extra],sl3,666945fc86b26493aa6908bd6e74cb06,1181dd70ab2fa3c13d705729f5dca9a3159201d7001ee00ae9add082d0b50282,0.056,0.249,7.246,True
CYCLONE ［微縦］,st3,666cf5d3472e5fbd026607147e8a7360,1bffac837ed72a809a5298f355fb310222d7092732f1609ea8c81953ba49706c,0.769,1.202,7.700,True
Animatronics [Freddy],sl6,666f8b142728e934bb096a8028241591,99dfcee81f04e807e6d658f2583e27b280c786ff35db3582291a723424bbb6ed,0.290,0.513,8.064,True
Aquahighway [ANOTHER],sl1,667fb17a485e103c3663ed20dbee5a43,a2ab12bcee4c1d8ac1b151ee2dbf24a8f187b7dd023b324cbbd6aba396ee6cb4,-0.493,0.075,4.422,True
五月雨に誓う [SP EX+],sl5,6692336d013c16c438437e30b44f24af,41750fa6eed9bb5145975078c6eba4ea540d32fbf1125c80fd98d9b268ee63b2,0.249,0.387,12.092,True
anti [anticipated],st0,66ad18dc4b94085c87324b757286755b,de622e2ed17ed87720c6585a9efdc1c29dd37e231cba8f7401eacc4235f77b1c,0.554,0.850,9.610,True
Gleam of Aigis [ANOTHER7],sl3,66d2d9789b2b24159962f164ffc9ed2f,558592f35d5a8b6cab33ae8d43ff8cfd135e6fc00a134d3d61410b798c57fbf5,0.103,0.413,6.424,True
Falling in LOVE [You're special to me...],st5,66e996d348123b13b231b2b01847e3f8,0c5c5011ffd2fc607665efbda2a0930cc2ae0378b4d203c19623bd80b8b2a4ca,1.163,1.394,4.584,True
Wonderful Tomorrow [Powerful Days],st4,671cb497784c661436febd42784b9953,295195f8b5e42fa5b5e1b22eaa795d91e724604e199d81d23b8680e8d82daef4,0.978,1.369,6.423,True
S t r a i n <7key stressor+>,st2,672690e207236cac329f6a9a388b6ffa,d112b96c3b8b76035c0883570a888cb3d13fc01290de6dce67c39de0f46a0277,0.826,1.056,12.310,True
Grayed Out -Antifront- -Genocide-,st4,673d16d5c033aa6d86973681a3ae673c,232980d3120d8d2d8119acd40552113ac216022be4abed67136e1f8a4a8a45e3,1.019,1.353,6.902,True
Excelsia -00-,sl3,673e40ee0ee4af8130dcbf885d3a9648,a4042a74cddfc86ebea7516c4b72f633e9249161a6d586f2e50a157a43e93e64,-0.115,0.266,7.932,True
Telescope [Hexagon],st3,6757cc8bae9a71a690d42a12a427265f,65476c86c6ada7c335135e971cad4025870cc36ef6554eb1f1dcba4b3a6dc080,0.917,1.311,8.446,True
AXION [αχιον],sl12,676a1961313d51f9fef807cdc827f213,35d9322be1363f65cede88cb7b16f23cd9be5a2739edf53fe05dab06944add15,0.407,0.787,10.181,True
Sterelogue [Vengeance],st4,67a511c6f1feed687a4865866cd4655b,44459044a87053abc0f9d83fe43e9b89f19080262651881226ced744802d1801,0.702,1.296,6.133,True
宇宙テレビ #Decimalized,sl9,67a903768653ce5a8978d082efe4c680,8f6230fe4d6a862e780d65c752f611cdf47955b247fa9a2e8d435dd4e317e7c8,0.198,0.610,7.940,True
ドSメスガキ幼女歯医者 でんたるちゃん -でぃすぺあ-,sl11,67b572da133bf3c47a23b490e7cc3d08,e4c0ac0fe045ed0bdb42bd9b0949239c0a0e23ea81f9c06ab559cbdafd05a89a,0.447,0.728,10.706,True
SHERRY FLIP,sl0,67cdcfbf6b3ca4d2b22e6213a81d39f7,39ff31c770070ffb3da50a4591619ed413e2cf0df67ced487a3168964e2fddd5,-0.953,-0.191,4.675,True
LiVEMeTAL [HEROIC],sl11,67f4387cb513c9242b919df282e89fbe,942b39ac077654826bd2d68a2d84545819fef582f8a995a2cd443ab9035650c1,0.457,0.718,11.523,True
花嵐、空に溶けて [Atharther],sl4,6814d6e7425da6293fcdc5be24278f4a,e0bebc2b9467a1613c3473a7d765565e8ed6b0baf3efad4656288356f7491e60,0.010,0.289,6.795,True
未来予想図に淡い希望を [Opt],sl4,684df5ad9c4ae413dc58246316a9cd43,9d37ee12b7dcbd1bd3198e09815a8780a25ad40cc0d13d816e729c6f52469890,-0.185,0.252,7.507,True
Poppy [Immortal],sl5,684e9005a2e263020a02e9bf01f54658,690ea16b48e4bb0531ffe6f4c0138ead668c386cb90387e74f51b522ab2b384b,0.132,0.398,12.318,True
絵空事の世界と私 -aletheia-,sl12,687a49d3b6d25d8fac7b7879515ae83b,249bcf45f120649a690eb61be55ea37f5876b0b6ff5862f25f773a28122f2d91,0.582,0.750,13.260,True
窒素 [SP ANOTHER],sl0,687e5540791be8550f4ac492a5f4d179,d3701cfc9838e83623f298b549deaf7cb8f99c52332af443f584dfdd9d51f7a5,-0.964,-0.115,4.619,True
rabbit burrow [rabbit blow],st4,6880dbeffc00e460a72d704be661a6ae,0809cc0252bef1d13be9cf261e227c77eed678b76003d3617eac809374e37e58,0.998,1.264,8.536,True
Ritual kuoleman [SP AMETHER-B],st3,68856fdbe615be4d472f2687838a525e,080a058c178395bce6872e1ce03be8631dacf204edc5eb1641480ddb87fdcf06,0.872,1.217,7.941,True
MANHATTAN [sweet Vermut],sl1,689a2b8f998abcca07f8c9a2726b7cf1,700688495d4115c024fb750a59a718ac2e4dfdee5a0d963686c8895a6f97d153,-0.286,0.092,7.461,True
フロンティア↑↑エクスプローラー [UNIVERSE],st3,68c58f701bf7317c934c9019299be170,60e9ea4e569a6c0c5dcc8b19d3ce0bd72326a3e7d923dc1798731f9848cb1efe,0.993,1.200,9.007,True
Astronaut's Rockshow [RocKOSMOS],sl0,68d25d64c16a22b5f4d041466534b772,5a068fba56d89cee6ecd8b2db6d626fd12f5a8052ce1a3405118cf1eb4985841,-0.693,-0.247,6.969,True
FAKE LIFE [Nihilism],st4,68f709ad576392f57fcbee4b0df88fe3,cd13c9f7ee10302b7fa316fe66b7f4d3b42826bd7be4db25a3084459514bc6a8,0.973,1.528,5.790,True
シレノ [DILUVIAL],st1,68f7337ffb77de90919f6fa68a4f6eb5,7cc1d94a450a1f14e77591519b183993289640368a18521622655c34627fe6b1,0.656,0.911,11.436,True
Impulse of destruction [Insane],sl8,6940ad2ab7812fcbc1a26b83035b49f6,130e67bfdbb1e1abd60d74b5a71466bd83c1c07127410114e8e18df572dee10a,0.189,0.530,12.367,True
HAMMER the TANGRAM　（ボケ+）,st3,695543c1fa363b783d7a749524663102,71deffdafd5c119f1848060b3304ff987b34e67a8fc47c47d05270287a3206bf,0.796,1.313,7.371,True
Comet (BMS Edit) [CHOCOMINT=CRIME],st3,695f6004928bd6573f1c7366014677a7,9748859c9380fc613e1bd1850091fcb67fa9f479386e94db117442815ccbf208,0.880,1.261,8.027,True
Upshift [Futabather],sl8,695fb1cbc6d11fd35d019c9112355349,79c8b7c460c6ee2e8f26daff3ee9953e8c4a32605ddcefcebfa72b0b893a8cdb,0.355,0.606,11.026,True
Amethyst Moon [SP Another],sl0,697460a22f79651a3c1bce2bc3bb0667,c04f1a406edff7288eda16c33770394c60973925750d434121ddb696e25d1dad,-0.409,0.024,6.248,True
レシュノルティア [INFATUATION],st3,69a1df01426ccb02738432f832765f20,0568f74fc2e16b54d2d68b0f5868dc0b26725cb4048e4d326436f896f1cc7ba0,0.682,1.127,8.405,True
Apocalypse Nemesis -Meteor Noise- [Disaster],st2,69aa4c9ecfa4480f18be61ee8f054fce,99c75953996cedb5c789657f7625fa7db000b8989cb5adc95e514c410465d47f,0.797,1.116,10.670,True
Paracelestia [EX],sl2,69ca3f64e59c20a04e28579aa810ef64,9880d3e60bc79784908b06557b5c6cca60aca3ca2cedf702ad076615375be584,0.024,0.259,9.315,True
conflict [ZOI-EX],sl7,69d9fa0655fd12c8cfb3c736e9461c14,f68081093bcafeaf5c55833abfc55afb07d55e7521b64cb8f5e969e13310b430,0.289,0.521,9.469,True
Sparkling☆Sunshine!! [Last Resort],st5,69e76ecdfd8064c934bc8a5aaad6a17a,51fceabdae1d8b6164141f31ad99401284f042abad48d1764bfea2dee2775457,0.867,1.501,5.573,True
Final examination [repeat a year],st2,6a02d80b5261f3b73a0df2263d674912,7124ec5f0893a0673f291e55e2618a1f87f171fecd15cd5ac8ca88637b647ecb,0.831,1.143,12.709,True
ting ting [belong],sl12,6a3762ad91ec89392dda8554360f66c1,ff99e6a121ff00013572b5f89de92b60528d1653052486f94ac909609d8834cd,0.523,0.718,14.401,True
Azure Zephyr [7A],sl1,6a3bedc150a3115c6dfd84de6fbbe6eb,6754298f1806d5dd1d2cde7c3b28f262fc4f6b5365d6bce7c2854aac0ca2cd8c,-0.110,0.146,7.378,True
星少女ステラユニオン -叛逆の物語-,sl12,6a631229fb332f69cc97b12c87991f34,fc435a7ef262ae1371d118c8b472ae1394ceed044d1949891bd241e788b8a6b1,0.599,0.741,14.475,True
NEW ANACHRONISM -もう、主人公になれない- (dream side),sl0,6a9742bbe2de9cdf0f9e5dc0a6a662c3,039a032ff08025a7d3279d8a1b57f062c68f3f8c175acab2677d7e210d5e9b7a,-0.423,-0.068,5.859,True
Sterelogue [Dash],sl7,6abc6a1fab2751a28f76f398820b04b3,72faf6f573c3a2ff4326525931752dbe5cdea5140d06a37c4f88533c77666734,0.322,0.537,11.562,True
Kaleidoscope -Twilight-,sl0,6ac1524e27a7c54d6aedd7c94f499f8c,80dbf4e31e3b97f32a7a0f94df5e7350424e8152566c03c02a18fd1b265090d3,-0.496,0.063,8.428,True
異説彼岸花 第一 -原初のアマリリス- [HARD],sl3,6ad63bdfce1072784d7903ca542e7608,97b1daeab455ccbc60fdbc8b1ac795a31a7917bed692638975da51bd739caafd,0.070,0.309,9.199,True
Electronic Muse,st4,6b06a96ca9566fcbefcf996d7f884285,c1435867ad851d91fc9a0a08fa31fc6ea49d4a0488e6f87ec5c72b0d0103c7ca,0.926,1.250,8.304,True
Precious!!! [ANOTHER+],sl3,6b1d939c32e49543b500f47ac20fda0f,1efae6068576951f2f131ed6a1ba57dc21c4304844bde917ad75edf6d0a35c68,0.044,0.297,8.208,True
Evoltex [WOONATHER],st2,6b3389384be5d4a2269f96b4499a8936,e49d4340aa576faf3ee9690c764b6d76746a4be6ff0b265d79fd74adab2c31bd,0.828,1.048,9.568,True
Outernoid [Tier-K],sl1,6b54c0fd141f11b32addf9260d23562d,850f89106431e07ada0fc42efdbe70181a392331fb3ca38f1014380ad7a323bf,-0.142,0.220,8.209,True
tinnitus音頭 体験版,st5,6b6ad39ebec015a0113a7eb6a402a619,1fb4d0c6aaedfc4aa925797262107a76da3063713844c006a22da33699b682fd,0.950,1.520,6.014,True
Cross breed -Frozen Blaze-,st1,6b6c179da64c4b5d9b321bffc7f25c20,85ec546af3540201458461c66a97ae9396291762f07c0d73072fff323ca08363,0.753,1.022,9.909,True
Carnelian,sl3,6b73ab790521416d75b49ac73bb19555,93a6c8842d6a7de831b0a441121173ea59868f98a191314518f76f146dfa0f01,0.159,0.287,9.333,True
もぺもぺ [ZOI-SC],sl5,6be2b837d15a10983c6b26248a6b75a9,2c0f4fecda9ff7e098c04400948cd4a772bcd0e6baee1856ede03aa2176ec5c2,0.206,0.426,9.952,True
The Destructive Genesis,st5,6c04278a8e45693e4128a8b7f3e0df24,59b78552556e88f58cbf123a8db3cf90a0b7004f85a4e92c3ae7566fd5f3ce48,1.035,1.807,5.774,True
バーチャルセラピー [物量セラピー],sl8,6c0d37102eddd177de86a304b95c647a,85068795dc0950fc82cdc61366c25c47fe7cb7206d660441d6799bb8f5fedf4e,0.352,0.546,12.538,True
eth剣 [HEARTFUL],st3,6c1230439c7dba570a59ed2c7ec76e9f,56b41db857dfc7d968136066b5476ce463b8b1a9b8d973084ddbcd65ac6555b7,0.748,1.256,6.966,True
ロッカー -Unlock-,sl9,6c1e25a1acd843d4b4908546bbc4f86c,5f9ea4abe560b8980a2471bbdc4fe9bc550616ffcf4341a7ce1075fd6180922b,0.393,0.625,12.512,True
diSTractiOn PoInT [SiNGuLaRiTY],sl5,6c284f4ab122d0e587666e74fa85985c,f74993797cd9bf0f1fdf960b257ff98ecb35604bf6c5786d8f84d0be4bad0adb,0.209,0.454,9.112,True
Booboo Bounce! [7k LT's Insane],st2,6c3124ed05f85523620c109d738393a1,b04650b328183e92577b28e3bc4ad233391a9a37825567839d0881d158da9906,0.769,1.049,9.356,True
Imperishable Night 2006 -Heaven-,sl12,6c33abab29b20efcd8a8d1daa7811db7,7cf5e055cb8dcd008abebd24f532c7eed5f898738ea4106c89d208377d849a00,0.584,0.766,12.933,True
Replica [侵蝕],st0,6c375e76f7432d6251c183704ebca1c7,03949d1b8687939d8cfee6a9372c64fc3eb0788bc01b0ee05f19bf64ed180aff,0.505,0.773,13.157,True
友情＞＞＞(越えられない壁)＞＞＞恋愛 -ぎゃる-,st3,6c58da8f94b2c0d41eeca2d3aa99dc50,1c8c1f6a4f5bc7a97a7c947879d4f51260154764965e0f6032a0ea7ac01a6579,0.729,1.334,8.152,True
F13 [やばい],st5,6c67f670599fdffb161eb2e1d798ffde,043799d4fc1852fa9f7e483d3d71d96dff91c90bf284e31ebab1eca9567d28f0,1.064,1.564,6.544,True
ゼイタクするまで抱きしめて [サエザー],sl5,6c857d6b6c87782e698f0b6610d3d2b6,4555a06c08a6bfe31a93b7b9feacd5f56526007284f6feae627b0e65e470e433,0.153,0.386,9.455,True
Hot Heart is Sprinting Love~!! [宇宙を超越した愛],st4,6cbfd4ba7bac13c8165d1a16ab8f759c,14b6f3eb1aec680e99bbf87c14d135a8d1e863f318f30f7938a25f39cbe2cf8b,0.827,1.358,7.807,True
プナイプナイせんそう -LAST BOSS-,st1,6cca64f56cc571e7be47d89f9c09f604,fcc93f8547554fcd2663065f7f6de5987594e8d9b5b18360a8243c282420cfc2,0.707,0.950,9.429,True
Memories of Sky -2018- [Hexagon],st3,6cfac3e6c1663f491431d19b5af5be22,66099041c1c771cec90c12470deaa27109c13faed7011489e36061e930d66351,0.843,1.123,9.111,True
EMOTIONAL POLARIZATION [EX],sl11,6d53695f5abc7594d9d705c6da80994f,cdb698774f471807431688cb08f41fea9699366bc5a0bdb33a0737b369419b4b,0.459,0.709,11.804,True
Reality [EX],st1,6d719c9a8e05a0b7e2aaf7100b488d3b,74ef10c297ae6c034461239906544de58ed13d91217ed8119ca3eec5984d9fce,0.616,0.886,10.387,True
Electric Emotion [YoitherEASY],sl3,6d71f8b4202f325dc63653f4d387f3db,8561b07de7258be05c0a6304b859b57697cad9112ee47fddb8b319557aac5ced,-0.037,0.262,8.461,True
Aztec Altar [spicy],st0,6d8eaee3a48b7e560a49daf7fadc60fa,900443e401b63c5f27b4820185e1d2e485d2be079c8c6918338d46fb2aba73cf,0.629,0.911,11.088,True
Fluctuate [Pentagon],st4,6d8ec35af7fbd1647cfabdde5a9fc75f,7b0ccd52c17174167951529e4715371eca15373da054a85d74fb6fde3eb2b85f,0.825,1.231,7.920,True
Prog-M -PragMaTiC-,sl8,6db26f984b34fc62a271ec1d8e5ac8e8,e357db8a5d7c9593c44c2768d3ff9ead9f455c92385c21e2b69aa93153993c23,0.381,0.598,13.159,True
ロリキート,st0,6dc04f5f2faa96d4b94a9f13f4c22dd9,d5252313f5de4a47eaee22ed11b2cff08074a6cb5a649da87017a79afe4c0171,0.586,0.807,16.613,True
Bad Beat! [GOD BEAT],st2,6dc2f268ac49487ec8c40065dcbfa3d7,36e358b64990ad1d4fbb8b3f2008ae1c174032c182bd3d5540dc68b87863ee9c,0.689,1.029,13.055,True
Finixe -Eclipse-,st0,6dd9acd5c37cc98299b3dc48ef18ce84,c8b50335450ec660f885a005d279a085d05be4d658dd5c4dfc10faa983deb60b,0.543,0.900,8.951,True
Meaning of Existence [niche],sl2,6dd9bc5c6c7f506cb2a8a4705c42e334,e71d6750653e744ee58d8b6540609c6ca2b7fa5ef11a03213e6adf8e9ede13fb,-0.193,0.168,8.535,True
LOSHAXI -Hopeless-,sl7,6e11da8e42c4d65619f2bdf50e9d45d9,f9c7abe1b7836bec2b72e3e346dd3b10fa2688b9a98b6fd28ec6de8ff51bb61f,0.321,0.538,10.121,True
神仙・竜巻返し ～ Black Whirlwind,sl0,6e37f0f6a1a33836bc63185715d6c49b,9e444059b54808b336a0299258349b274b88cf950fa0fefcdb4b2883538b0b06,-0.582,-0.067,6.609,True
太陽と月の宴,sl5,6e3a179e98fcaddc08bf998c7462cf88,d84a62214f4daf0225dae8336e6788f25fcb0dfa421f2c0bca82dd59cabf6adf,0.226,0.424,9.009,True
rePrayer [7key EX],sl1,6e6b8fcc58523f177e532938b87bf8f4,ecf87c542d8d33ecbc6f300b5319bb4c38702c3fad531d3f8b370f8dc0be3f93,-0.157,0.111,7.918,True
"Red-rize ""B172 mix"" // 7keys GOD",sl12,6e7142d2af381896361100d23879d973,a5fff6c442146e8e7d8b2efae66cb5de9081bd1463c7833787f5b9e33ba22367,0.591,0.788,12.266,True
闘気に満ちた草原,sl8,6e941d565809159e5120aa5a4ee2447b,99552cccffb339d9da630a6f7b41bc522d621952c3994ce7c1386dfe4f152946,0.319,0.591,9.795,True
白の魔法の光 (LHGOD-),st2,6ea26b0431e3d78d36a07055d80c2c0d,e74a3bdee9376fa031e3df487f2e7b0255b0093a6b498b960db4e73d511c7a4f,0.795,1.033,10.984,True
Fiore Tempesta [百花繚乱],st0,6eab44ebe4d61f16e06c67ef45024e56,cf5d897a966735608c344f8a594a39e716ffcc4e7d8dd58c6238f73dd6ccec49,0.538,0.872,11.202,True
MARENOL -Despair ＆ Hope-,st1,6ecce4aae89d8d0cd5905a3763cc47fa,c53fc90434952d0ae05aa5d86e5af24f51f4c5a98482b594c677c4e4826dce20,0.648,0.907,11.107,True
Lethal Strike [DENIAL],st4,6edb09c73a5d5296af82ea181a612aa3,b19bd8df780c39d469a3a219d67bf5a3f2a536cfd3ad806cfbe5d0e118ddda72,0.955,1.364,6.768,True
The Weakness (@w@),sl4,6ef5608de046dc9c1f614a1f503c582e,9a6ce87c164e7682b314966dcdfaa7fcfa97f2a1ad6cf2e98fb8572338de1cd6,0.063,0.386,11.684,True
HIGHWAY RACING [ANOTHER],sl2,6ef705fddb06acb80f5e8d6d12bee1f5,3e6f1329ee66d18a0681de92e1c41f1b0c0198f3143741b47c8724b87270df57,-0.198,0.239,5.665,True
Fall Apart [SP INSANE],sl0,6f00896a24953aee0a0962eb712be9ac,857b0dcf2ef58f5f0bd46ebf2332d7b5124306a930bfd02850113ada06ef3b85,-0.363,0.043,7.259,True
KISS CANDY FLAVOR (EX),sl11,6f04bd2fab1e11d05ad7c69d829e6729,1a92d8068708042477b4495b2e6e018ec04764e85a6f2665d9d2a42687445186,0.465,0.665,12.832,True
Blue-White Crazystars [HARDEST],sl11,6f0f43196764fedcbbdd8d480b26ab15,2f7e6e5151ec899e87ceb4a0972ac2e87041f02fca439add849b70f6ed8defb9,0.520,0.712,10.388,True
Indignant Divinity [A],st5,6f391074a77105d5092d99764489cb5e,bfd7c6f1479b1334a37400206f6b25b519afd9da39974c01b14572ea60e15573,0.906,1.395,8.231,True
Legend of Seeker [INFERNO],st3,6f3ecbf7172556b197f56579f8b9e7ca,79060c6a3fff3818e0e4695413f4e06cc6aa4faded032f0e392b4ff0904ca45b,0.838,1.131,8.213,True
XIII Charlotte [yumether],st2,6f60bd5416e02d2f988f28d0c21333d7,24421590e38cc4b88a2168da8c874b820aa78ee582ddb0bfd5398c65ae981909,0.769,1.020,10.669,True
Trinity [Monsther],st5,6f7115ca4ed5c2af57950ea47a713264,1c7353f9f16fe1a352192a6986175026203d935345c44eaba281a7fb53220bc1,1.022,1.719,4.232,True
Pure White † Crimson Coffin -Genocide-,st3,6f7efa0cc8600ea75ebef16b89e39bd2,793bd2fceefe3d7a3f48bc71121fe83ae81e58d808ff572c73c3b229a5a85dec,1.005,1.313,8.920,True
Jemdet -Luna-,sl7,6fa9f4f592d539f45f83c6ac22665580,c082d9dd8f782cd1ceb3b914cdbf2499ba035da52dd3d3c33e49e79d3e0f6c68,0.176,0.549,9.450,True
-Never ending journey- [BLACKANOTHER],sl0,6fac83c3c74236991cf12953a92d2a57,d665de78bda87f18fa628d8102661181ffc478067f376dade10e64b9c52f9d0b,-0.664,-0.107,4.996,True
綺雪朧月 (EX),sl2,6fb9179fd2576a889301a0dfc99ab6da,043db582634bcf28ae85117a4161c6019d26b76573e99bae3c953d456610f124,-0.086,0.197,8.010,True
マジョリテの祝福とミノリテの憧憬 [Insane],sl5,6fff17d90c2876092554b845df48b661,e55a8fa7734be21c24907e3b49864f3e35fb64be83d3f7b69190d462801a8442,0.304,0.447,9.598,True
take me to the moon [yumether],sl6,70120d2889c1e30252289b4e95e1f0c6,02a0673c2da69e2ae6e96021d36a1a7683d14feb1e2a52a6db1323900dda0ede,0.229,0.429,12.282,True
pp-hunk [Phunny],sl4,7014bc052006f52b398c038017a7527a,fe32b350b0b53aa608c0c2bce193cfbd7374094b74b2e025b330f9aed65e12f9,0.064,0.374,8.485,True
摩訶幻想マジトリク [SP INSANE],st1,701c262f1f29dfc197c2f578321a8c39,7bc8175a218c9119de56c6e61f897ac7af3d4e265b717014062ccf2f7b0468b7,0.527,0.907,10.815,True
白黒高速大回転 [皿高速大回転],sl2,701c7e03210bdfb660810b87d14e144b,9c7d6b9a25650a9ef6e02c15dbc68d5318a63db9fccba5227302636b1b96ee39,-0.089,0.197,7.253,True
Verktix [SP INSANE],sl4,701e16fabee5967198c9349b2085b7b8,3f518c2f3ca9c5eea180c8604e23b06ccf785c5c76df3f967528777e4fbee9a0,0.187,0.389,8.785,True
Disorder [Hexagon],st3,702a6fe1bfae57058b4d6aaa5dabae19,a1185ebe8b7da7862dfe1f361564189c712dbfddcb622beba6d2b8cb45e13c7e,0.838,1.302,5.546,True
XROSS DIMENSION (相互交差),st0,704c64bf9a15fb95ad790f8665893594,60695014b8dc2806ef6f69c49857fcdd4de6bc39c582f26c3d12b12ab1a2d93e,0.702,0.870,13.905,True
"La Fontaine [7key,Allegro]",st4,70ab8982f235497c3a822dd4a773455a,6ed1221c138ccc96a5ed5cb091991e202e68f3c598e295c43cdb50a4f902c4b2,0.867,1.355,6.778,True
Assault TAXI,sl0,70b6f38f9a5536c0826c15155c471d51,b92ef241458894e09d19797877da2ab5bd9ce25804c3d9d9734067a1f0d8290e,-0.532,0.073,5.930,True
Be More Sadistic! (BMS Edit) -Genocide-,st5,70cb09f3c2b58e8e49e28d481aa9435c,55bcb2f251b45ea53ebb5786ecf667d8336ff50e85f12f303247ac01c73166ee,0.954,1.580,5.854,True
プナイプナイげんそう -LAST BOSS-,st1,70d09940988a0a483927a36f8bb73ae2,e3721216c0bd338deb9fc3594799b88b857cd41c054d74df0d4b51ee9e361466,0.672,0.943,10.123,True
Faurie [unmeasured],sl12,70e3cfdbdcc317103ad3a00f30e5046d,c1e1cd45cfc0be060afe3681cfba690796772255841402e7fd83afda18bbe12c,0.605,0.803,13.614,True
Caelumize [Elah],st0,71118bb5c2c92998df3379bebbe8691a,9ffb7e06f0006942d5763278248882540cb411d02fc018a3d35ab8c852dc0e1b,0.642,0.829,15.162,True
Guilt Feeling [Punish],st5,7116a3a8643b81fce6b6ba4a4e92d487,11abb35a906f46d5e09bd5f7d0a4577374be2b48ee8fa5b65ee7b5625fe7d9b8,1.087,1.564,6.369,True
cheerful forest [P],st2,7118c7f4dedf647e6bc95c88811bb15a,fa526fa06fad3c6823210f157e286c7f6814e01c05da8e7c5ad633af2ea02bd5,0.774,1.047,8.135,True
perfume of reunion [Hexagon],st4,71380a9a6608851fcddcb7956c46b0ea,7ec8fe07fe25e09a1ef9421072ecc3d218ef8f2389a536960cde842682225f10,0.989,1.397,8.859,True
horizon [Sabother],sl7,71443167107dd26d3535aee853114d7d,f90a2a38b0028b33268107d257eed121de2bfdf4be6e3b13bb22fab399174f4a,0.299,0.519,10.542,True
contact force sense (remix),st5,717432dec01eee557e65b1022bd3bffb,714f79b2e3d8163795d7fcedce29f206dc48135e88d3c30f515a0f904b743a49,1.200,1.810,5.832,True
Blooming [7key Spring],sl2,7176a0c610d45eaed7184caa81aa009d,ce0a9cefb38a2dfafbb0bc728b3566029a533c4c740238eaea7d8c055fe35217,-0.012,0.250,7.812,True
Gypsy gets the Tek [Maryther],st3,718c41af9ff148a9833489cedd1d43dd,b1e173bb8bdaf978882c3d815d9900ed63cd3423c0ef89a68d0676c32ef93773,0.778,1.281,6.926,True
whither [Nemesis],st2,71aa87a7b5ca0c81010dd84728baac2c,05ca80e71fc5f95b4e254cff3f451d67344eeb275b753e2db1085a8e693e9237,0.810,1.103,8.484,True
Alicia Story (UETHER),sl1,71b650091137122b6f0c457dd927dea9,a90f5a746c4d81635dd8fba4459e507ee85007c465dd7f171f967ce88c638a54,-0.353,0.063,7.275,True
c.s.q.n. -Modus ponens-,sl12,71c1d1a5c09eb16dfe722414ed70f658,df5979988f3ecbad79275e2c2e9a99c20dab2c9aef47ba4a117c8bec2192a010,0.517,0.738,10.456,True
TECHNO-LOGIC [INSANE],sl3,72113d115fcfeadb856f510e76611609,68913fedbe7a6cda8fccb76a6cf294e4283bc208214796759ca69b4f2626e852,0.089,0.275,6.078,True
HealingFactor [SP HYPER],sl0,722262f991053fb691b8d125cbd8f61f,90fb22e66d16d234d02d37a871bdda2f29372a136b530c76462eb275a355033c,-0.247,0.004,6.641,True
Reinvent [SP Another],sl2,723159503b40bba9385405f1e7eef927,b0d5a604892e30e5b4b8d84bdc425006795c873ae2ef11c2c6fd77064b80240c,-0.060,0.245,6.202,True
Fine Logic [7key ANOTHER],sl1,72341b3417b72cdf78488a9e0f22797a,53d6a8fb00ea28a506ca281ec7f2ce403af0024c8569de03e03e1805cb5c4634,-0.421,0.140,6.429,True
きりんさん進化論 [SP INSANE],sl8,723c085c53d6f258b5fe100c40a17cf5,ed74e086567502f17c95bee0dc3fc31ca8431c119cb3c7bbe5f7ac2e15c6a20c,0.430,0.639,9.453,True
さよならコスモノート [3544.11.01],st2,724ba29ceece4e8966c3767c84d95f7c,6be63d4fd95c0429c92647bf7a7f902d16dc3705714872c1c8fa325328450bdc,0.757,1.101,9.497,True
